०००१	1246	अष्टौविकृति विवरण	मधुसूदनः	--	Paper	DN	8.3"x4"	6.7"x2.5"	9	31	5	--.1	Good	--.2	Incomplete.Begins abruptly.	Phonetics
०००२	134	शिक्षाचतुष्टय	पाणिनी पिगंल:	--	Paper	DN	8.3"x3"	6.5"x1.6"	9	43	11	--	Fair	शक १६५४	F.7 in Duplicate Ms. Contains छंद,शिक्षा च ज्योतिष	Phonetics
०००३	436	शिक्षाचतुष्टय	_	--	Paper	DN	8.1"x3.9"	6.3"x2.4"	10	27	27	जनार्दन: हर्डिकर:	Good	शक १७४७	शिक्षा,ज्योतिष,छंद च निघण्टु	Phonetics
०००४	736	शिक्षाचतुष्टय	_	--	Paper	DN	12.1"x4.2"	8.6"x2.4"	11	48	12	भट्ट: दामोदर:	Good	शक १६४३	_	Phonetics
०००५	1520	स्वरनिर्णय - स्वरांकुश	जयंत स्वामिन:	--	Paper	DN	8.3"x4.1"	6.5"x2.8"	18	54	3	--	Good	--	Incomplete	Phonetics
०००६अ	1202	वर्णक्रमलक्षण	जगन्नाथ:	--	Paper	DN	8.3"x4"	6.7"x2.6"	12	42	1	--	Fair	--	Complete	Phonetics
०००६ब	1547	वर्णसमाम्नायविवेचना	आशाधर: भट्ट:	--	Paper	DN	9.5"x4.7"	7.3"x2.7"	10	31	8	--	Fair	--	Incomplete	Phonetics
०००७	456	निघण्टु	--	--	Paper	DN	7.7"x4.8"	6.5"x3.3"	9	22	19	बापुभट्ट: सदाशिव: भट्ट: पाथारक्ष्र:	Good	शक १७३२, वि.सं. १८६७	Egdes torn	Philology
०००८	629	निरुक्त [Ch.१३ , १४ ]	यास्क:	--	Paper	DN	8.4"x3"	6.8"x1.7"	8	48	13	विश्वनाथ : जाडिय:	Good	शक १६५६	--	Philology
०००९	424	निरुक्त [Ch.१ से ६ ]	यास्क:	--	Paper	DN	8.2"x3.9"	6.4"x2.5"	9	34	70	जनार्दन: हर्डिकरः	Good	शक १७४७	--	Philology
००१०	735	निरुक्त [Ch.१ से ६ ]	यास्क:	--	Paper	DN	12"x4.2"	9.4"x2.3"	11	58	28	दामोदर: हर्डिकरः	Fair	शक १६४१	--	Philology
००११	४२४अ	निरुक्त [Ch.७ से १२ , १३ ]	यास्क:	--	Paper	DN	8"x3.9"	6.2"x2.3"	9	35	86	गंगाधर: भट्ट:	Good	शक १७३४	Patron:Hardikara Janardana, Padhye	Philology
००१२	504	निरुक्त [Ch.७ से १२ , १३ से १५]	यास्क:	--	Paper	DN	8.2"x3.9"	5.9"x2.5"	9	28	92	बालम: भट्ट परादकर:	Good	शक १७५२	Patron:Bapubhatta Gas(ru?)da	Philology
००१३	734	निरुक्त [Ch.७ से १२ , १३,१४ समाविष्ट]	यास्क:	--	Paper	DN	12"x4.2"	9.4"x2.2"	11	55	32	--	Good	शक १७१९	Patron:Jadiya Handwriting differs from F.26	Philology
००१४	598	अमरकोश	अमरसिन्ह:	--	Paper	DN	8.4"x4.1"	6.6"x2.9"	11	34	5	--	Good	--	Incomplete. Ends abrupltly	Lexicography
००१५	710	अमरकोश	अमरसिन्ह:	--	Paper	DN	8.1"x4.2"	6.2"x2.6"	7	18	36	नारायण: कटक:	Good	शक १७४१	F.1-2,11-12,15 missing. All folios except 22 torn. Text slightly damaged on folio 23.	Lexicography
००१६	325	अमरकोश (१-३) सटीक	अमरसिन्ह:	महेश्वर:	Paper	DN	12.5"x4.8"	10"x3.3"	10	50	२५०+१३१+८८=४७९	--	Good	शक १७८३, वि.सं.१८६२	Three Kandas are separately paginated.	Lexicography
