Phonetics															
०००१	१२४६	अष्टौविकृति विवरण	मधुसूदनः	--	पेपर	DN	८.३"´ ४"	६.७'´२.५'	९	३१	५	--	उत्तमस्तरीय:	--	Incomplete.Begins abruptly.
०००२	१३४	शिक्षाचतुष्टय	पाणिनी पिगंल:	--	पेपर	DN	८.३'´ 3'	६.५'´१.६'	९	४३	११	--	मध्यमस्तरीय:	शक १६५४	F.7 in Duplicate Ms. Contains छंद,शिक्षा च ज्योतिष
०००३	४३६	शिक्षाचतुष्टय	_	--	पेपर	DN	८.१"´ 3.९"	६.3'´२.४"	१०	२७	२७	जनार्दन: हर्डिकर:	उत्तमस्तरीय:	शक १७४७	शिक्षा,ज्योतिष,छंद च निघण्टु
०००४	७३६	शिक्षाचतुष्टय	_	--	पेपर	DN	१२.१"´ ४.२"	८.६"'´२.४"	११	४८	१२	भट्ट: दामोदर:	उत्तमस्तरीय:	शक १६४३	_
०००५	१५२०	स्वरनिर्णय - स्वरांकुश	जयंत स्वामिन:	--	पेपर	DN	८.३"´ ४.१"	६.५"'´२.८"	१८	५४	३	--	उत्तमस्तरीय:	--	Incomplete
०००६अ	१२०२	वर्णक्रमलक्षण	जगन्नाथ:	--	पेपर	DN	८.३"´ ४"	६.७"'´२.६"	१२	४२	१	--	मध्यमस्तरीय:	--	Complete
०००६ब	१५४७	वर्णसमाम्नायविवेचना	आशाधर: भट्ट:	--	पेपर	DN	९.५"´ ४.७"	७.३"´२.७"	१०	३१	८	--	मध्यमस्तरीय:	--	Incomplete
Philology															
०००७	४५६	निघण्टु	--	--	पेपर	DN	७.७"´ ४.८"	६.५"'´३.३"	९	२२	१९	बापुभट्ट: सदाशिव: भट्ट: पाथारक्ष्र:	उत्तमस्तरीय:	शक १७३२, वि.सं. १८६७	Egdes torn
०००८	६२९	निरुक्त [Ch.१३ , १४ ]	यास्क:	--	पेपर	DN	८.४"´ ३"	६.८"'´१.७"	८	४८	१३	विश्वनाथ : जाडिय:	उत्तमस्तरीय:	शक १६५६	--
०००९	४२४	निरुक्त [Ch.१ से ६ ]	यास्क:	--	पेपर	DN	८.२"´ ३.९"	६.४"´२.५"	९	३४	७०	जनार्दन: हर्डिकरः	उत्तमस्तरीय:	शक १७४७	--
००१०	७३५	निरुक्त [Ch.१ से ६ ]	यास्क:	--	पेपर	DN	१२"´ ४.२"	९.४"'´२.३"	११	५८	२८	दामोदर: हर्डिकरः	मध्यमस्तरीय:	शक १६४१	--
००११	४२४अ	निरुक्त [Ch.७ से १२ , १३ ]	यास्क:	--	पेपर	DN	८"´ ३.९"	६.२"'´२.३"	९	३५	८६	गंगाधर: भट्ट:	उत्तमस्तरीय:	शक १७३४	Patron:Hardikara Janardana, Padhye
००१२	५०४	निरुक्त [Ch.७ से १२ , १३ से १५]	यास्क:	--	पेपर	DN	८.२"´ ३.९"	५.९"´२.५"	९	२८	९२	बालम: भट्ट परादकर:	उत्तमस्तरीय:	शक १७५२	Patron:Bapubhatta Gas(ru?)da
००१३	७३४	निरुक्त [Ch.७ से १२ , १३,१४ समाविष्ट]	यास्क:	--	पेपर	DN	१२"´ ४.२"	९.४"'´२.२"	११	५५	३२	--	उत्तमस्तरीय:	शक १७१९	Patron:Jadiya Handwriting differs from F.26
Lexicography															
००१४	५९८	अमरकोश	अमरसिन्ह:	--	पेपर	DN	८.४'´ ४.१'	६.६'´२.९'	११	३४	५	--	उत्तमस्तरीय:	--	Incomplete. Ends abrupltly
००१५	७१०	अमरकोश	अमरसिन्ह:	--	पेपर	DN	८.१'´ ४.२'	६.२'´२.६'	७	१८	३६	नारायण: कटक:	उत्तमस्तरीय:	शक १७४१	F.1-2,11-12,15 missing. All folios except 22 torn. Text slightly damaged on folio 23.
००१६	३२५	अमरकोश (१-३) सटीक	अमरसिन्ह:	महेश्वर:	पेपर	DN	१२.५'´ ४.८'	१०'´ ३.३'	१०	५०	२५०+१३१+८८=४७९	--	उत्तमस्तरीय:	"शक १७८३
वि.सं.१८६२"	Three Kandas are separately paginated.
००१७	४४०	अमरकोश (१-३) सुधा सहित	अमरसिन्ह:	भानुजी S/o भट्टोजी दिक्षित:	पेपर	DN	११.२'´ ५.३'	९'´ ३.३'	१०	३६	१३१+२८१-१३१= ५४३	--	उत्तमस्तरीय:	--	Three Kandas are separately paginated - The last folio torn and the text is damaged. Patron:Kirtisinha
००१८	६४२	अनेकार्थध्वनिमञ्जरी	--	--	पेपर	DN	७.८'´ ३.७'	६'´ २.४'	११	३०	११	शिवदास:	मध्यमस्तरीय:	--	All folios are double leaves, with b,c blank. Text slightly damaged on 8 fol.
००१९	२२	अनेकार्थसंग्रह अथवा अनेकार्थनाममाला सटीक	हेमचंद्र:	महेन्द्र: सूरी	पेपर	DN	९.७'´ ४.३'	७.७'´३.२'	१५	३६	३१७	--	उत्तमस्तरीय:	वि.सं.१६६४	Edges torn.
००२०	१२९१	धन्वन्तरीयनिघण्टु	--	--	पेपर	DN	९.६'´ ४.१'	८.३'´२.८'	९	२८	६	--	सामान्यस्तरीय:	--	Folios torn, text damages, pagination missing, beginning abruptly
००२१	१३१६	अ. ग्रहनिघण्टु, ब. नक्षत्रनिघण्टु, क. राशिनिघण्टु	--	--	पेपर	DN	९.८'´ ४.५'	८'´३.३'	११	३०	२	--	मध्यमस्तरीय:	--	(a) ends on lb; (b) begins on lb; and ends on 2a; © begins on 2a & ends abruptly. Folios torn & text damaged
००२२	५८४	कोश ग्रन्थ	--	--	पेपर	DN	८.२'´ ३.८'	६.४'´२.२'	९	२८	१६	--	सामान्यस्तरीय:	--	Folios 1,8,10,11 missing, some folios have big holes, text damaged,begins & ends abruptly.
००२३	१३४७	कोश ग्रन्थ	--	--	पेपर	DN	१०.३'´ ४.५'	९.१'´३.५'	१३	४०	११	--	मध्यमस्तरीय:	--	Folios 1-9 missing, hence only 2f begins & ends abruptly; verses 272-331 from some work on Kosa, Edges torn.
००२४	७४८ ब	मातृकानिघण्टु	महीदासः	--	पेपर	DN	९.४'´ ४.२'	८.२'´२.८'	७	२४	५	केशवजी: s/o आचार्य: गोविंद:	मध्यमस्तरीय:	वि.सं. १७२० (?)	Edges torn.
००२५	८०७	मातृकानिघण्टु	--	--	पेपर	DN	६.८'´२.८'	५.२'´१.८'	१०	४०	८	--	सामान्यस्तरीय:	--	Not readable at many places.
००२६	१०८२	मातृकानिघण्टु	महीदासः	--	पेपर	DN	६.२'´४'	४.६'´२.६'	११	२४	४	--	उत्तमस्तरीय:	--	--
००२७	१०८३	मातृकानिघण्टु	महीदासः	--	पेपर	DN	९.६'´४.२'	७.८'´३.१'	८	२४	४	--	उत्तमस्तरीय:	--	Handwriting differs on f.4
००२८	७७	पदार्थरत्नमाला सटीक 	महाबल:  s/o रुद्र:	--	पेपर	DN	१०"´४'	८.५'´३'	१२	३५	५+२०=२५	--	उत्तमस्तरीय:	--	5.f of text & 20 f. of text with com. Seperately paginated;edges torn.
००२९	१५६३	विश्वप्रकाश	महेश्वर:	--	पेपर	DN	१०.२"´४.७'	७.२'´३.२'	९	२८	४४	--	उत्तमस्तरीय:	--	Folios 1-37 missing ;hence only 7 folios begins and ends abruptly,top right margins torn
Grammar															
००३०	४९६	भूषणसारविवृति (धातुतिङर्थनिर्णय)	--	रुद्रनाथ:	पेपर	DN	10.२'x ४.८'	८.३'x३.४'	१२	३२	३९	--	उत्तमस्तरीय:	--	Dhatutinarthanirnaya a section from Rudranatha's Commentary on Vaiyakaranbhusanasara of Kondabhatta; folios in the beginning moth-eaten & text slightly damaged.
००३१	१३१७	धातुपाठ	पाणिनी: ?	--	पेपर	DN	८.३"x ४'	६"´२.५"	१०	२९	६	--	उत्तमस्तरीय:	--	Folios 1-3 missing ,hence only 3 folios. Begins & ends abruptly.
००३२	४५०	व्याकरणग्रन्थ	--	--	पेपर	DN	१०"x ४.४'	८.४'x३.४'	१५	५०	५७	--	उत्तमस्तरीय:	--	A work dealing with genders and synonyms; edges torn.
००३३	९३३	काव्यकामघेनुवृत्ति	--	बोपदेव:	पेपर	DN	९.७"x ४.५'	८.३'x३.५'	१५	४०	३४	हाथि: S/o त्रिलोचन:	उत्तमस्तरीय:	वि.सं.१५०२	F.1 missing, begins, abruptly. folios 2,3 torn and attempts are made to repair them; text damaged. Bopadeva's Kavyakamadhenuvritti is his commentry on his own Kavikalpadruma.
००३४	१३३४	कारकचक्रनिरूपण	--	--	पेपर	DN	११.२"x ५'	९'x४'	१४	४२	१९	--	उत्तमस्तरीय:	--	Ends abruptly, Edges torn.
००३५	१३३५	कारकाद्यर्थनिर्णय	"भवानन्द:
सिद्धान्तवागिशः"	--	पेपर	DN	१०.९"x३.८'	९.३'x२.४'	१२	५२	२	--	उत्तमस्तरीय:	--	Ends abruptly, Edges torn.
००३६	३२	कारकवाद	जयराम: पञ्चाननः	--	पेपर	DN	११.२"x ५.२'	९.७'x३.८'	१८	४९	१०	घनश्याम: जडियः	उत्तमस्तरीय:	शक १७१७	Edges torn
००३७	२४+१३३९	काशिकावृत्ति	जयादित्य: & वामन:	--	पेपर	DN	अ.११"x ५', ब.१०"x ४.५'	अ.८.५'x३.५', ब.८"á३"	अ.१२, ब.१०	अ.४५, ब.३८	६७+४५+१०३+१०७+१११+१५८+६५+५५=७११	--	मध्यमस्तरीय:	--	All Adhyayas separately paginated, folios of adyayas I,II,VII,VIII have larger size (a), other have smaller size (b). Foll. In the beginning of I,II torn and text damaged. Foll. In II are ruled by double red lines for margins.
००३८	१०५८	क्त्वाप्रत्ययविचार	--	--	पेपर	DN	१०.३"x५.५'	९"x४.४"	२२	५०	१	--	उत्तमस्तरीय:	--	Edges torn
००३९	६३३	लघुकौमुदी	वरदराज	--	पेपर	DN	८"x४'	६.५"x२.५'	७	२८	५	--	उत्तमस्तरीय:	--	Ends Abruptly
००४०	४४७ अ	लिंगानुशासन वृत्तिसहित	पाणिनी:	--	पेपर	DN	८.२"x३.७"	६.७"x३'	९	२७	६+१५=२१	केशवजी s/o गोविंद:	उत्तमस्तरीय:	वि.सं. १७१३	Foll 1-6 have text & 1-15 have vritti both separatly paginated. vritti ends abruptly.
